SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	stabbr	pct_tsg	dboost	boost	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
Bachelors	Music	15	34	39694.49715	30084.25047	52229.60152	0	0	0.954591322	0.003048279	AL	0.151019781			0.003692344	0.146852676	0.534189995	0.648456057	Arts
Graduate degree	Music	15	25	55703.31043	45962.04934	89128.57143	1	1	0.975895972	0.003574185	AL	0.332622222	16008.81328	0.403300569	0.004988341	0.37978634	0.705436157	0.904329236	Arts
Bachelors	Biology	15	200	42000	30000	62675.52182	0	0	0.957278952	0.02260195	AL	0.708918665			0.02312841	0.729854019	0.648142721	0.669671869	Biology and life sciences
Graduate degree	Biology	15	303	72207.995	48069.89382	142000	1	1	0.988839468	0.054048323	AL	0.715409123	30207.995	0.719237976	0.05605262	0.715582481	0.857536635	0.91450182	Biology and life sciences
Bachelors	General Business	15	462	58797.93879	36560.72106	85000	0	0	0.959844042	0.053268858	AL	0.165009068			0.051943607	0.167075899	0.760716383	0.786267695	Business
Graduate degree	General Business	15	155	71000	48379.35665	106000	1	1	0.970534794	0.03599592	AL	0.215442135	12202.06121	0.207525323	0.032168809	0.209865877	0.890462654	0.897256276	Business
Bachelors	Accounting	15	564	61630.92979	44040	85982.85714	0	0	0.959168928	0.058954772	AL	0.182622125			0.055375843	0.178115641	0.850349608	0.88616745	Business
Graduate degree	Accounting	15	211	72000	50000	106954.2857	1	1	0.972513394	0.0364926	AL	0.218414855	10369.07021	0.168244585	0.032558228	0.212406402	0.940632415	0.95623724	Business
Bachelors	Business Management and Administration	15	1020	52229.60152	35600	77365.70893	0	0	0.957421402	0.104411057	AL	0.323430461			0.099613651	0.320405944	0.788444528	0.791791326	Business
Graduate degree	Business Management and Administration	15	236	64764.70588	42991.42857	103808.5714	1	1	0.948363855	0.044471953	AL	0.266172738	12535.10436	0.24	0.041716658	0.272155024	0.847581255	0.85	Business
Bachelors	Marketing and Marketing Research	15	369	52000	33554.28571	73400	0	0	0.968981767	0.041729461	AL	0.129263885			0.042431457	0.1364802	0.722789082	0.76682448	Business
Graduate degree	Marketing and Marketing Research	15	80	59541.74573	44040	80000	1	1	0.986477987	0.015498323	AL	0.092760285	7541.745731	0.145033572	0.014777409	0.096406237	0.836551798	0.881424874	Business
Bachelors	Finance	15	286	52428.57143	37748.57143	80000	0	0	0.95229895	0.031120995	AL	0.096402412			0.028599146	0.091988761	0.829358614	0.805032074	Business
Graduate degree	Finance	15	87	78344.40228	52428.57143	97996.56465	1	1	0.944697353	0.019227243	AL	0.115078548	25915.83085	0.4943074	0.017908523	0.116833292	0.871115415	0.924192747	Business
Bachelors	Human Resources and Personnel Management	15	123	48024.57143	28203.98482	78397.25172	0	0	0.94343151	0.012834424	AL	0.039756743			0.012804589	0.041185784	0.664990406	0.695035461	Business
Graduate degree	Human Resources and Personnel Management	15	27	62675.52182	37643.71429	76000	1	1	0.961859979	0.006309745	AL	0.037764972	14650.95039	0.305071965	0.00559533	0.036503333	0.827557058	0.865273993	Business
Bachelors	Communications and Mass Media	15	204	46419.42536	30946.28357	70000	0	0	0.956498767	0.023456337	AL	0.593545516			0.023744366	0.612903226	0.718215879	0.696476606	Communications and journalism
Graduate degree	Communications and Mass Media	15	61	46419.42536	34040.91193	72351.42857	1	1	0.911103048	0.011962344	AL	0.586329588	0	0	0.013230771	0.587880911	0.702931363	0.774193548	Communications and journalism
Bachelors	Journalism	15	73	42152.57143	28940.57143	67050.28107	0	0	0.955192813	0.007550878	AL	0.191069466			0.007434677	0.191908147	0.670655271	0.661917808	Communications and journalism
Graduate degree	Journalism	15	31	40474.85714	35000	58797.93879	1	1	0.873098751	0.006286821	AL	0.308146067	-1677.714286	-0.039800995	0.006609079	0.293660245	0.836354962	0.764813127	Communications and journalism
Bachelors	Computer and Information Systems	15	84	52428.57143	39590.03795	70000	0	0	0.959982506	0.008197357	AL	0.144627345			0.007494832	0.143517692	0.846597332	0.819432177	"Computers, statistics, and mathematics"
Graduate degree	Computer and Information Systems	15	33	73400	52428.57143	100000	1	1	0.950970714	0.005643048	AL	0.128950585	20971.42857	0.4	0.005614249	0.126974505	0.864083123	0.909275559	"Computers, statistics, and mathematics"
Bachelors	Computer Science	15	226	69113.36665	46419.42536	94013.28273	0	0	0.984307399	0.025483696	AL	0.44961311			0.022857288	0.437691646	0.849507006	0.855298941	"Computers, statistics, and mathematics"
Graduate degree	Computer Science	15	54	75210.62619	56734.85322	107000	1	1	1	0.012336764	AL	0.28191025	6097.25954	0.088221133	0.011017234	0.249170975	0.849742416	0.897491483	"Computers, statistics, and mathematics"
Bachelors	Mathematics	15	90	72207.995	46000	99614.28571	0	0	0.953919539	0.008769362	AL	0.154719323			0.009141051	0.175040966	0.807674483	0.857395612	"Computers, statistics, and mathematics"
Graduate degree	Mathematics	15	96	73121.44213	59768.57143	110000	1	1	1	0.016554723	AL	0.378295792	913.4471221	0.012650221	0.018085101	0.409021216	0.83436492	0.957881376	"Computers, statistics, and mathematics"
Bachelors	General Education	15	227	41783.68121	30000	51577.13929	0	0	0.959934108	0.027305216	AL	0.247601182			0.030475819	0.245480417	0.661718098	0.711682703	Education
Graduate degree	General Education	15	245	52218.85714	45088.57143	61892.56715	1	1	0.974305297	0.055058876	AL	0.250160571	10435.17593	0.249742857	0.055639553	0.235688145	0.891360404	0.937096662	Education
Bachelors	Elementary Education	15	334	40739.08918	33554.28571	45000	0	0	0.967837959	0.033053192	AL	0.299723304			0.039011929	0.314238137	0.696383972	0.760256611	Education
Graduate degree	Elementary Education	15	380	52229.60152	47000	57452.56167	1	1	0.985303052	0.05993207	AL	0.272301977	11490.51233	0.282051282	0.069284968	0.293489876	0.885245529	0.918178051	Education
Bachelors	Physical and Health Education Teaching	15	110	47185.71429	36000	65000	0	0	0.940290109	0.012722712	AL	0.115368382			0.012547023	0.101065318	0.830846107	0.786829268	Education
Graduate degree	Physical and Health Education Teaching	15	69	57671.42857	45000	80000	1	1	1	0.012367329	AL	0.056191088	10485.71429	0.222222222	0.013021084	0.055157077	0.895144691	0.931881372	Education
Bachelors	Early Childhood Education	15	65	39694.49715	33426.94497	44917.45731	0	0	0.950333841	0.006630291	AL	0.060122872			0.007475345	0.060213337	0.676753939	0.752262091	Education
Graduate degree	Early Childhood Education	15	102	51577.13929	44040	58497.1537	1	1	0.993175321	0.015838357	AL	0.071961741	11882.64213	0.299352378	0.016981486	0.071933269	0.876427444	0.894946327	Education
Bachelors	Science and Computer Teacher Education	15	26	51577.13929	37853.42857	67898.48197	0	0	1	0.00267177	AL	0.02422736			0.002878978	0.023189949	0.884932313	0.856368564	Education
Graduate degree	Science and Computer Teacher Education	15	26	56734.85322	52229.60152	79356.69743	1	1	1	0.004569455	AL	0.020761366	5157.713929	0.1	0.004499597	0.019060213	0.88051857	0.975334448	Education
Bachelors	Secondary Teacher Education	15	77	43324.797	38167.08307	50000	0	0	0.980463981	0.007678105	AL	0.069624349			0.007574474	0.061011813	0.840268456	0.901522296	Education
Graduate degree	Secondary Teacher Education	15	98	56734.85322	48200	70254.28571	1	1	0.96338202	0.014558452	AL	0.066146475	13410.05622	0.30952381	0.01546165	0.065495272	0.885591924	0.87652539	Education
Bachelors	Special Needs Education	15	42	41783.68121	36000	47185.71429	0	0	0.977182727	0.003123788	AL	0.028326221			0.004448944	0.03583591	0.640830318	0.838741722	Education
Graduate degree	Special Needs Education	15	89	52229.60152	47185.71429	61000	1	1	0.966717778	0.016929143	AL	0.076917736	10445.9203	0.25	0.017865955	0.075679863	0.894458172	0.964342135	Education
Bachelors	Teacher Education: Multiple Levels	15	26	37853.42857	33009.36914	45088.57143	0	0	0.893009986	0.002219751	AL	0.0201285			0.002276578	0.018337667	0.714923707	0.712954334	Education
Graduate degree	Teacher Education: Multiple Levels	15	25	51393.92789	44040	57766.396	1	1	1	0.004659239	AL	0.021169302	13540.49932	0.357708663	0.004775501	0.020228936	0.963684384	0.954899549	Education
Bachelors	Art and Music Education	15	33	39900	35000	49514.05372	0	0	0.914146868	0.004109539	AL	0.037264925			0.00444725	0.03582226	0.865879215	0.800906116	Education
Graduate degree	Art and Music Education	15	54	54318.78558	46137.14286	67898.48197	1	1	0.986638423	0.009243977	AL	0.042000104	14418.78558	0.361373072	0.010116999	0.042855426	0.853202431	0.862781566	Education
Bachelors	Miscellaneous Education	15	49	49514.05372	31247.42857	59768.57143	0	0	0.886117493	0.004218148	AL	0.038249777			0.004705663	0.03790376	0.61739287	0.702059833	Education
Graduate degree	Miscellaneous Education	15	76	55000	42991.42857	73000	1	1	0.985163566	0.014216507	AL	0.064592845	5485.946284	0.110795741	0.013098337	0.055484319	0.847376023	0.85971513	Education
Bachelors	Nursing	15	552	54000	43324.797	68081.82386	0	0	0.978509029	0.061608958	AL	0.678877542			0.061012641	0.665028998	0.865689052	0.891272959	Health
Graduate degree	Nursing	15	203	71032.25807	52428.57143	88790.32258	1	1	0.970137207	0.037310211	AL	0.461453042	17032.25807	0.315412186	0.036780344	0.441477585	0.876462772	0.933029543	Health
Bachelors	Pharmacy and Pharmaceutical Sciences and Administration	15	74	115532.792	90000	136314.2857	0	0	0.978590671	0.006062424	AL	0.066802681			0.006084997	0.066325588	0.84502924	0.911960416	Health
Graduate degree	Pharmacy and Pharmaceutical Sciences and Administration	15	46	122000	83567.36243	142000	1	1	1	0.008412993	AL	0.104051979	6467.207995	0.05597725	0.008188825	0.098291164	0.918752407	0.968437784	Health
Bachelors	Treatment Therapy Professions	15	62	58000	42000	78642.85714	0	0	0.990628254	0.005276305	AL	0.05814033			0.005456332	0.059473237	0.738354037	0.863556166	Health
Graduate degree	Treatment Therapy Professions	15	40	43977.32448	33731.44909	63955.65272	1	1	0.951760822	0.008401531	AL	0.103910219	-14022.67552	-0.241770268	0.00831653	0.099824007	0.76492891	0.853342428	Health
Bachelors	Miscellaneous Health Medical Professions	15	98	51185.00949	37135.54029	67050.28107	0	0	0.926865063	0.009917509	AL	0.109282393			0.010428034	0.113664069	0.692476438	0.798393826	Health
Graduate degree	Miscellaneous Health Medical Professions	15	45	52428.57143	47760.43098	72207.995	1	1	0.931153422	0.009740657	AL	0.120472534	1243.561941	0.024295433	0.011234804	0.134852298	0.711058097	0.879584232	Health
Bachelors	English Language and Literature	15	134	36103.9975	29914.74079	52428.57143	0	0	0.934679823	0.014944532	AL	0.299614284			0.016200393	0.30736216	0.609748444	0.590531562	Humanities and liberal arts
Graduate degree	English Language and Literature	15	150	54318.78558	46797.72296	86000	1	1	0.966364587	0.026587656	AL	0.328487137	18214.78808	0.5045089	0.027126864	0.336514766	0.829071254	0.896177612	Humanities and liberal arts
Bachelors	Liberal Arts	15	70	52428.57143	36560.72106	73121.44213	0	0	0.977369482	0.007424685	AL	0.148853221			0.007883723	0.149574024	0.741214401	0.83881304	Humanities and liberal arts
Graduate degree	Liberal Arts	15	26	66060	53274.19355	94000	1	1	0.879774829	0.004240882	AL	0.052395563	13631.42857	0.26	0.004561084	0.056581263	0.892844798	0.942342342	Humanities and liberal arts
Bachelors	Philosophy and Religious Studies	15	29	45000	22693.94129	66853.88994	0	0	0.99456174	0.002571436	AL	0.051553233			0.002659538	0.050458126	0.478177764	0.567176187	Humanities and liberal arts
Graduate degree	Philosophy and Religious Studies	15	55	55363.37761	46419.42536	70000	1	1	0.973883605	0.011020563	AL	0.136157659	10363.37761	0.23029728	0.010378714	0.128750245	0.870879538	0.9091697	Humanities and liberal arts
Bachelors	Theology and Religious Vocations	15	65	39321.42857	31337.76091	61892.56715	0	0	0.977754862	0.005664193	AL	0.113558127			0.00575372	0.109162514	0.719039906	0.623630387	Humanities and liberal arts
Graduate degree	Theology and Religious Vocations	15	62	41942.85714	30946.28357	59541.74573	1	1	1	0.010138001	AL	0.125253717	2621.428571	0.066666667	0.00988997	0.122687268	0.765024709	0.685509704	Humanities and liberal arts
Bachelors	History	15	132	47000	33009.36914	78642.85714	0	0	0.942826458	0.014078767	AL	0.282257061			0.013596774	0.257964957	0.709995015	0.748144883	Humanities and liberal arts
Graduate degree	History	15	120	75302.62336	48364.61101	113860.5313	1	1	0.963346143	0.021490957	AL	0.265518055	28302.62336	0.602183476	0.020208773	0.250694309	0.860352629	0.873688889	Humanities and liberal arts
Bachelors	Family and Consumer Sciences	15	81	41942.85714	27159.39279	50140.41746	0	0	0.96723833	0.009955781	AL	0.382749433			0.011074491	0.410418237	0.543263714	0.664519481	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	Family and Consumer Sciences	15	42	49514.05372	39198.62586	61892.56715	1	1	0.972341254	0.007366145	AL	0.458556309	7571.196574	0.18051218	0.007586567	0.458285714	0.763092269	0.80186722	"Industrial arts, consumer <br> services, and recreation"
Bachelors	Criminal Justice and Fire Protection	15	296	49282.85714	31337.76091	68157.14286	0	0	0.932759925	0.030110419	AL	0.913197603			0.029513336	0.91260152	0.714015043	0.702782549	Law and public policy
Graduate degree	Criminal Justice and Fire Protection	15	106	62914.28571	40894.28571	92274.28571	1	1	0.976274884	0.01715838	AL	0.730303277	13631.42857	0.276595745	0.016675627	0.736662488	0.84390659	0.85237141	Law and public policy
Bachelors	Multidisciplinary or General Science	15	77	54318.78558	31337.76091	88790.32258	0	0	0.982202026	0.009192418	AL	0.449496738			0.008897889	0.45486833	0.774138259	0.728929898	Physical sciences
Graduate degree	Multidisciplinary or General Science	15	45	70000	50000	95000	1	1	0.988101487	0.009647052	AL	0.214930201	15681.21442	0.288688605	0.008934554	0.204179427	0.909122993	0.872871287	Physical sciences
Bachelors	Chemistry	15	52	62914.28571	39694.49715	100000	0	0	0.922407794	0.004226423	AL	0.20666633			0.004232894	0.216389466	0.735988791	0.858541361	Physical sciences
Graduate degree	Chemistry	15	119	108000	67050.28107	284000	1	1	0.941288433	0.021894031	AL	0.487785155	45085.71429	0.716621253	0.021118467	0.482615745	0.92758492	0.942064392	Physical sciences
Bachelors	Psychology	15	257	37748.57143	27159.39279	52428.57143	0	0	0.919173284	0.028150294	AL	0.646913404			0.031722134	0.678143848	0.58094068	0.613007533	Psychology and social work
Graduate degree	Psychology	15	252	54525.71429	39845.71429	80000	1	1	0.962689219	0.043675355	AL	0.714379453	16777.14286	0.444444444	0.043143475	0.716886723	0.851927645	0.837904037	Psychology and social work
Bachelors	Social Work	15	119	38167.08307	27159.39279	47185.71429	0	0	0.925778133	0.013156112	AL	0.302336637			0.012970651	0.277281701	0.628976419	0.621118012	Psychology and social work
Graduate degree	Social Work	15	81	48234.28571	39694.49715	62675.52182	1	1	0.980533815	0.015889936	AL	0.259905012	10067.20264	0.263766624	0.015069078	0.250392958	0.806967985	0.819547968	Psychology and social work
Bachelors	Economics	15	52	74271.08058	50000	131071.4286	0	0	0.965995165	0.004782912	AL	0.128305447			0.005073372	0.130332579	0.860220441	0.892301038	Social sciences
Graduate degree	Economics	15	53	114294.2857	67050.28107	172267.6452	1	1	0.984092063	0.009341403	AL	0.192891799	40023.20514	0.538880071	0.00866811	0.180280028	0.952891961	0.931083845	Social sciences
Bachelors	Political Science and Government	15	117	50140.41746	31457.14286	80000	0	0	0.931109283	0.011243568	AL	0.301617692			0.010742366	0.275966394	0.711254831	0.728702852	Social sciences
Graduate degree	Political Science and Government	15	117	80000	61630.92979	107000	1	1	0.969191634	0.020786053	AL	0.429213838	29859.58254	0.595519225	0.021214639	0.441223727	0.864372771	0.976013234	Social sciences
Bachelors	Sociology	15	105	44356.33979	31600	62675.52182	0	0	0.935589609	0.009848207	AL	0.264186021			0.010113702	0.259816298	0.733852727	0.738998004	Social sciences
Graduate degree	Sociology	15	58	46137.14286	37135.54029	57452.56167	1	1	0.960644938	0.008863826	AL	0.183030255	1780.80307	0.040147656	0.008576667	0.178378201	0.812683824	0.782974138	Social sciences
		10	52	62914.28571	49282.85714	97996.56465	0.199814471	0.280935507	0.982526142	0.020933014	AK	1			0.020058912	1	0.841105599	0.911317254	Agriculture and natural resources
		10	186	92838.85072	62675.52182	123785.1343	0.305632767	0.297115447	0.978117149	0.095010253	AK	1			0.088316075	1	0.914654562	0.9492724	Architecture and engineering
		10	53	43872.86528	36103.9975	60861.02436	0.444107966	0.386657816	0.986882028	0.02949652	AK	1			0.034266478	1	0.739877199	0.781830151	Arts
